reviewer_id,listing_id,weight
1832296,4656557,1
1843225,4259933,1
1845074,28042923,1
1849904,654931,1
1852084,16696921,1
1856613,1601408,1
1866706,2763386,1
1871505,1986095,1
1880599,10934482,1
1888870,11899719,1
1899238,21321370,1
1899497,2818,1
1899663,15780515,1
1901295,1986095,1
1904458,730916,1
1922654,1986095,1
1926123,10800247,1
1927815,7812608,1
1927824,654931,1
1933443,759060,1
1944548,12002357,1
1949033,654931,1
1963803,2761156,1
1974264,6845563,1
1975582,8269677,1
1976383,685990,1
1991446,7812608,1
1991797,2429334,1
1996804,2761156,1
2004915,7962809,1
2011624,654931,1
2012417,2497346,1
2012800,15780515,1
2015090,730916,1
2037873,3722301,1
2038904,654931,1
2051405,654931,1
2053851,15595655,1
2059915,2818,1
2077539,1583266,1
2087775,14173331,1
2091068,14412610,1
2091274,730916,1
2093975,654931,2
2094659,27863226,1
2104443,15780515,1
2117627,13825291,1
2121040,2761156,1
2131594,1601408,1
2133939,2818,1
2135694,654931,1
2135731,8874073,1
2136599,22026123,1
2145899,685990,1
2149547,730916,1
2150511,654931,2
2151063,2497346,1
2176169,2761156,1
2189990,16401807,1
2205222,15780515,1
2215997,730916,1
2220699,1155251,1
2225791,1321735,1
2228411,654931,1
2230711,2429334,1
2241535,761411,1
2241821,15780515,1
2243652,685990,1
2244565,8475898,1
2249589,654931,1
2265152,2763386,1
2268600,24981353,1
2278185,654931,1
2289392,3270897,1
2304422,654931,1
2306199,15780515,1
2306376,24615621,1
2310251,21374801,1
2313000,3270897,1
2313594,761411,2
2315879,2761156,1
2320360,22026123,1
2332423,3722301,1
2334601,15780515,1
2346915,2497346,1
2351781,12840460,1
2353406,13135409,1
2355634,730916,1
2359785,2497346,1
2361621,685990,1
2362525,2761156,1
2368931,11708784,1
2373219,761411,1
2386879,4259933,1
2390814,730916,1
2393268,1601408,1
2406243,4282415,1
2407384,12002357,1
2407532,835550,1
2411678,22930484,1
2419197,730916,1
2424674,4119684,1
2429429,654931,1
2432227,15595655,1
2433850,685990,1
2441755,15780515,1
2445725,16081933,1
2459503,12801514,1
2471876,24628192,1
2479347,2497346,1
2481566,2818,1
2483723,8398522,1
2484522,1601408,1
2486992,4282415,1
2520245,2429334,2
2534854,6512505,1
2536085,3722301,1
2537590,2818,1
2543863,17434174,1
2547583,17401373,1
2549368,15595655,1
2554108,685990,1
2554175,1986095,1
2556585,13189108,1
2567167,20203218,1
2569075,10934482,1
2569175,7812608,1
2569785,1601408,1
2589550,1230403,1
2599010,7812608,1
2600908,2761156,1
2601172,654931,1
2602089,7812608,1
2602618,685990,1
2606815,2763386,1
2608734,654931,1
2609033,15780515,1
2615239,16277689,1
2615239,16696921,1
2623468,8706862,1
2629720,22566099,1
2643327,1601408,1
2650239,6845563,1
2651082,2429334,1
2652570,1155251,1
2657020,2761156,1
2657806,1601408,1
2686833,835550,1
2691649,27863226,1
2692291,8269677,1
2698928,761411,1
2708130,1601408,1
2714153,1246308,1
2715755,2429334,1
2721401,20651079,1
2723216,835550,1
2725784,730916,1
2728670,15110159,1
2729740,2497346,1
2730656,3652804,1
2730773,7812608,1
2731683,759060,1
2731768,654931,1
2732099,15780515,1
2743637,15780515,1
2761981,4119684,1
2767201,24981353,2
2769976,16401807,1
2777797,4656557,1
2796661,2761156,1
2799093,14622016,1
2804711,761411,1
2814010,761411,1
2824832,14313251,1
2828514,685990,1
2832140,654931,1
2834880,15780515,1
2843075,13825291,1
2846424,4656557,1
2861792,16696921,1
2864077,654931,1
2870107,685990,1
2874996,2763386,1
2875820,2763386,1
2877181,35464664,1
2898490,32008398,1
2899263,2761156,1
2902505,13825291,1
2903331,12897197,1
2920388,2763386,1
2920431,2761156,1
2931776,20203218,1
2932801,1986095,1
2937554,654931,1
2938697,15564496,1
2940023,23575414,1
2945582,759060,1
2945706,25992447,1
2950013,17401373,1
2950985,2497346,1
2952740,7812608,1
2960582,3003918,1
2961640,12801514,1
2966388,1986095,1
2993326,654931,1
2998313,16081933,1
2998651,30140860,1
3005200,30140860,1
3009582,730916,1
3011093,4656557,1
3018525,2818,1
3027421,654931,1
3032375,759060,1
3041180,8706862,1
3042775,4656557,1
3043503,34882977,1
3044753,654931,1
3047701,1321735,1
3074707,759060,1
3076763,3722301,1
3078133,4656557,1
3096841,16081933,1
3098721,16081933,1
3109743,4656557,1
3115582,15780515,1
3118056,730916,1
3118248,14622016,1
3118435,4656557,1
3122480,654931,1
3125163,15780515,1
3128082,2818,1
3133726,14610348,1
3134178,2761156,1
3147578,15780515,1
3152914,3722301,1
3157240,2761156,1
3157584,685990,1
3168705,20702723,1
3169834,3270897,1
3173956,730916,1
3178359,14173331,1
3181596,14412610,1
3181930,14173331,1
3196694,4656557,1
3199393,761411,1
3211102,759060,1
3212373,1986095,1
3220720,4119684,1
3227662,14173331,1
3230945,2429334,1
3231226,14313251,1
3234762,654931,1
3250642,4259933,1
3253906,35377242,1
3254281,13502166,1
3261115,19242200,1
3261543,8269677,1
3269331,1230403,1
3271159,654931,1
3273010,11708784,1
3276684,24628192,1
3280683,6512505,1
3287336,835550,1
3311209,16081933,1
3313486,685990,1
3313816,1583266,1
3321930,2818,1
3326881,4656557,1
3332980,4259933,1
3343475,761411,1
3343873,33990484,1
3348840,2497346,1
3348939,15780515,1
3349920,15780515,1
3350059,16401807,1
3361939,1246308,1
3367153,12840460,1
3385808,1605387,1
3389100,4656557,1
3403425,10240434,1
3405312,2763386,1
3421474,761411,1
3424001,654931,1
3434105,17986807,1
3438955,6845563,1
3453983,654931,1
3458529,15780515,1
3459034,4656557,1
3462359,24628192,1
3472537,2763386,1
3473268,685990,1
3478580,1601408,1
3478908,654931,1
3486843,8269677,1
3492374,17986807,1
3493961,16081933,1
3498937,654931,1
3502134,17986807,1
3506578,14412610,1
3517603,654931,1
3521745,24981353,1
3522863,1321735,1
3524428,14622016,1
3527227,1986095,1
3531705,2497346,1
3533869,654931,1
3536381,7812608,1
3549858,2497346,1
3557298,17986807,1
3558920,730916,1
3559457,6781848,1
3563484,14412610,1
3566042,761411,1
3569723,2763386,1
3569723,14173331,1
3570851,2497346,1
3573745,2818,1
3574732,2761156,1
3575417,12897197,1
3582261,14412610,1
3582544,8706862,1
3585297,12840460,1
3587658,10240434,1
3588802,17434174,1
3599717,654931,1
3604100,12897197,1
3606457,761411,1
3608149,7962809,1
3615895,730916,1
3617786,24827860,1
3621676,2429334,1
3628387,6512505,1
3630328,2818,1
3632644,7962809,1
3638027,685990,1
3646638,654931,1
3647195,730916,1
3647667,3270897,1
3651429,26000561,1
3651645,654931,1
3663213,4119684,1
3669059,16081933,1
3674827,2700366,1
3680030,14610348,1
3683399,8269677,1
3683944,1601408,1
3689991,14412610,1
3692436,1601408,1
3694606,37161821,1
3717964,12475352,1
3719196,16401807,1
3720108,730916,1
3723303,22566099,1
3723515,22566099,1
3725449,2763386,1
3725764,3270897,1
3729210,3428947,1
3729392,1583266,1
3729888,12877936,1
3737004,2818,1
3738023,2761156,1
3741463,17986807,1
3761702,4656557,1
3796904,14412610,1
3798568,2497346,1
3828779,1601408,1
3830709,24628192,1
3838930,22566099,1
3839329,3270897,1
3840239,15780515,1
3847655,17401373,1
3850559,654931,1
3851080,14313251,1
3851884,25310162,1
3858275,14412610,1
3861881,654931,1
3863103,8269677,1
3879488,654931,1
3883838,2429334,1
3887919,2761156,1
3892309,15595655,1
3894521,1583266,1
3907479,8269677,1
3910470,17434174,1
3912185,1601408,1
3913404,8398522,1
3915217,761411,1
3920153,730916,1
3925412,10800247,1
3927744,654931,1
3936749,1583266,1
3939535,15110159,1
3940906,685990,1
3945860,1583266,1
3946200,2429334,1
3951110,1986095,1
3957102,654931,1
3957749,15780515,1
3960298,15595655,1
3960811,1986095,1
3963279,4119684,1
3967137,4259933,1
3976563,2497346,1
3978284,4076501,1
3993750,654931,1
3997164,761411,1
4002694,4656557,1
4003022,8706862,1
4004844,3003918,1
4006806,16081933,1
4007610,1321735,1
4010218,14313251,1
4010483,10934482,1
4022151,12475352,1
4024460,761411,1
4024695,27525864,1
4029137,2761156,1
4032103,29901220,1
4035802,654931,1
4036099,4076501,1
4037595,22566099,1
4038581,2497346,1
4039276,11708784,1
4040299,759060,1
4047038,761411,1
4054798,12801514,1
4054923,730916,1
4055899,4259933,1
4056969,3270897,1
4059595,1583266,1
4062808,19890254,1
4063257,4259933,1
4085915,7812608,1
4092465,19796378,1
4093507,12801514,1
4101694,654931,1
4107127,12801514,1
4117742,20702723,1
4118060,12801514,1
4120030,730916,1
4121945,654931,1
4122762,2763386,1
4127449,1986095,1
4133153,23575414,1
4135623,761411,1
4136837,6781848,1
4150204,2429334,1
4150527,1035801,1
4150537,16081933,1
4156667,1601408,1
4158910,761411,1
4161136,3428947,1
4164239,759060,1
4171698,1583266,1
4175965,654931,1
4181543,24981353,1
4182713,7812608,1
4183236,12840460,1
4194577,2763386,1
4195516,1601408,1
4195749,4119684,1
4197403,759060,1
4203429,3270897,1
4204387,1246308,1
4216045,2761156,1
4217768,14792704,1
4223902,7812608,1
4224486,13502166,1
4237224,759060,1
4259630,685990,1
4263890,1986095,1
4269365,24628192,1
4294848,654931,1
4300248,654931,1
4300879,8269677,1
4303925,730916,1
4316682,1986095,1
4319480,3722301,1
4321823,654931,1
4322363,3259374,1
4336231,4656557,1
4337696,2763386,1
4358204,2761156,1
4364777,654931,1
4367088,654931,1
4374700,15110564,1
4405394,654931,1
4414511,17986807,1
4423793,6512505,1
4438966,1583266,1
4441783,1601408,1
4442006,2472277,1
4443647,16081933,1
4455184,761411,1
4460230,1583266,1
4460535,761411,1
4465620,16401807,1
4483524,29919168,1
4497895,730916,1
4499958,2763386,1
4499988,4656557,1
4514709,16081933,1
4516806,16401807,1
4532342,2497346,1
4534765,21374801,1
4536831,2429334,1
4537436,2497346,1
4537517,654931,1
4543369,12475352,1
4564607,15780515,1
4564695,685990,1
4568626,23575414,1
4570644,1605387,1
4577439,2472277,1
4584750,16804326,1
4590506,2429334,2
4592146,2818,1
4593852,2429334,1
4596106,12801514,1
4596441,3428947,1
4596579,654931,1
4599407,2429334,1
4609227,2783156,1
4617691,14313251,1
4621106,1583266,1
4627321,14245271,1
4629258,2818,1
4630265,1601408,1
4632125,3850557,1
4636509,23575414,1
4636960,1601408,2
4637651,654931,1
4645204,8269677,1
4653544,654931,1
4659132,654931,1
4667443,3722301,1
4675325,8475898,1
4683990,7812608,1
4689677,15780515,1
4698706,654931,1
4706194,14412610,1
4721148,2763386,1
4723984,2783156,1
4741508,15780515,1
4748574,1321735,1
4754120,12801514,1
4754762,1246308,1
4773965,3722301,1
4775182,3722301,1
4793312,8269677,1
4794997,654931,1
4809870,14412610,1
4811032,654931,1
4835730,27725104,1
4835998,654931,1
4836158,2497346,1
4836909,654931,1
4839441,2783156,1
4848419,654931,1
4850348,654931,1
4850535,4076501,1
4855720,13825291,1
4856527,654931,1
4856551,4949644,1
4878350,654931,1
4882396,6512505,1
4887222,2497346,1
4891141,835550,1
4897078,1986095,1
4905412,730916,1
4905781,23575414,1
4914942,761411,1
4917757,16081933,1
4919215,2429334,1
4920274,15780515,1
4940981,685990,1
4942717,654931,1
4947360,1583266,1
4951532,730916,1
4953803,16804326,1
4959573,1321735,1
4960209,685990,1
4964248,23819110,1
4970348,2763386,1
4972619,654931,1
4982151,2497346,1
4984440,2497346,1
4986020,12840460,1
4986962,2761156,1
4988755,730916,1
4991763,654931,1
4992876,654931,1
5006680,4259933,1
5007833,654931,1
5011733,2700366,1
5026801,23575414,1
5031094,3259374,1
5035794,8269677,1
5036391,10923071,1
5039538,1321735,1
5047552,24827860,1
5052478,2763386,1
5056578,654931,1
5064273,4656557,1
5066738,2429334,1
5067048,24981353,1
5067794,4076501,1
5075450,2429334,1
5084365,654931,1
5084462,3850557,1
5091627,1583266,1
5092108,23575414,1
5101667,4656557,1
5102578,15780515,1
5113212,761411,1
5119544,7812608,1
5123493,654931,1
5133648,6845563,1
5134199,17986807,1
5141976,4656557,1
5145166,15780515,1
5148173,654931,1
5151139,1601408,1
5154145,730916,1
5165886,654931,1
5167158,3428947,1
5170555,2761156,1
5171218,24628192,1
5194856,1583266,1
5202094,835550,1
5204450,2497346,1
5213354,759060,1
5225953,16401807,1
5234806,654931,1
5236604,3850557,1
5245835,14245271,1
5253122,2818,1
5262444,2497346,1
5264022,16081933,1
5277320,654931,1
5278734,1986095,1
5295889,654931,1
5295984,654931,1
5296046,654931,1
5308626,16081933,1
5320863,654931,1
5325937,2497346,1
5330077,10923071,1
5332021,2763386,1
5347090,16401807,1
5357013,1583266,1
5357773,2763386,1
5363450,23575414,1
5369661,25310162,1
5369723,15780515,1
5380707,12801514,1
5391861,654931,1
5401822,29776071,1
5405492,6845563,1
5406523,1583266,1
5406713,19890254,1
5408960,761411,1
5410989,12840460,1
5418569,3270897,1
5422894,15110159,1
5426677,685990,1
5431530,3722301,1
5432846,14412610,1
5435086,654931,1
5441638,2497346,1
5442515,7812608,1
5448923,17986807,1
5465021,2761156,1
5468705,761411,1
5477953,654931,1
5483657,15458166,1
5484238,15780515,1
5486602,685990,1
5489809,14412610,1
5499227,2761156,1
5504575,19242200,1
5511159,761411,1
5512206,759060,1
5516564,654931,1
5517315,37161821,1
5527848,2429334,1
5542941,3270897,1
5549649,654931,1
5550796,761411,1
5563369,11708784,1
5570970,23575414,1
5574523,3003918,1
5577408,654931,1
5579226,654931,1
5580754,2818,1
5580929,7812608,1
5589916,730916,1
5599692,14173331,1
5605627,927119,1
5615364,2763386,1
5616024,654931,1
5617484,685990,1
5636931,2700366,1
5640272,2818,1
5640336,730916,1
5643829,24827860,1
5644416,654931,1
5644493,730916,1
5647630,654931,1
5649998,761411,1
5655969,2429334,1
5666482,30140860,1
5667528,1246308,1
5671671,4119684,1
5672327,2761156,1
5680466,1583266,1
5684966,1321735,1
5687057,654931,1
5689935,1583266,1
5703225,2818,1
5703700,13135409,1
5708845,4656557,1
5711742,730916,1
5715426,16081933,1
5718163,654931,1
5726081,1246308,1
5729066,14313251,1
5737826,3270897,1
5739381,16804326,1
5741037,23575414,1
5752662,3270897,1
5755734,730916,1
5759128,1601408,1
5762580,24615621,1
5768105,16081933,1
5772607,28042923,1
5774092,12002357,1
5777622,30140860,1
5779469,1986095,1
5783051,15780515,1
5783756,15780515,1
5787671,2818,1
5797806,2761156,1
5803076,654931,1
5803917,730916,1
5809654,2429334,1
5813375,654931,1
5817707,8269677,1
5818021,685990,1
5828355,759060,1
5830092,654931,1
5833527,4282415,1
5838008,654931,1
5843938,761411,1
5851904,761411,1
5853411,3850557,1
5854095,28042923,1
5854747,1583266,1
5856339,24628192,1
5857807,14245271,1
5858548,685990,1
5859280,8269677,1
5861777,8706862,1
5866133,2761156,1
5871036,24628192,1
5876360,15110159,1
5879393,15780515,1
5883924,1321735,1
5888003,2497346,1
5890684,835550,1
5901554,21744543,1
5903958,16081933,1
5907533,4282415,1
5922137,654931,1
5938234,24615621,1
5948660,2497346,1
5952022,730916,1
5953717,15780515,1
5965714,1155251,1
5969247,2761156,1
5977168,10934482,1
5986724,34882977,1
5989284,2497346,1
5994652,7812608,1
5998465,654931,1
6001490,3003918,1
6004193,1601408,1
6024316,2783156,1
6025768,730916,1
6028015,3003918,1
6029138,730916,1
6029464,2818,1
6030844,23747999,1
6031821,24981353,1
6033735,4119684,1
6035808,3722301,1
6038940,10934482,1
6043095,730916,1
6043281,16081933,1
6049275,2763386,1
6054329,12801514,1
6058734,759060,1
6059250,654931,1
6062476,1986095,1
6062510,730916,1
6075161,654931,1
6089130,3270897,1
6094545,1155251,1
6101364,1583266,1
6107056,3270897,1
6108334,654931,1
6115491,21744543,1
6119444,685990,1
6121805,730916,1
6147208,2497346,1
6149522,2497346,1
6152622,2761156,1
6158628,730916,1
6159141,16401807,1
6161371,654931,1
6162823,22092298,1
6164576,2818,1
6167602,2818,1
6167980,14313251,1
6170157,654931,1
6172537,1601408,1
6179338,2783156,1
6183372,13135409,1
6192793,27525864,1
6198872,685990,1
6211741,654931,1
6213771,1601408,1
6218935,15780515,1
6232947,17434174,1
6240102,14412610,1
6243169,654931,1
6243659,685990,1
6243850,730916,1
6252164,654931,1
6255432,11708784,1
6257273,4282415,1
6260665,2472277,1
6262582,15595655,1
6265471,12475352,1
6271403,12801514,1
6274546,10934482,1
6305909,1605387,1
6307336,1321735,1
6310277,4282415,1
6325230,2763386,1
6326955,761411,1
6329424,654931,1
6333957,33990484,2
6335801,15595655,1
6338619,654931,1
6340583,14622016,1
6351172,2763386,1
6351281,835550,1
6361351,1583266,1
6379266,2497346,1
6384225,9996040,1
6385212,654931,1
6399770,2818,1
6420689,14412610,1
6422734,2763386,1
6424086,685990,1
6428504,15110159,1
6431002,4656557,1
6431533,759060,2
6432286,2497346,1
6432291,2497346,1
6438614,3722301,1
6442335,685990,1
6446102,13502166,1
6451497,2763386,1
6452698,1321735,1
6460409,15726563,1
6484035,730916,1
6484652,23575414,1
6488881,2818,1
6493162,4949644,1
6493966,2429334,1
6498164,759060,1
6502256,23575414,1
6502508,15780515,1
6502907,2497346,1
6508968,2497346,1
6509297,12897197,1
6518359,654931,1
6522273,654931,1
6529401,11708784,1
6536007,23747999,1
6538840,17859181,1
6538919,2497346,1
6544963,1230403,1
6565445,730916,1
6574444,654931,1
6581952,24117588,1
6586884,761411,1
6601757,730916,1
6606387,2429334,1
6614178,24628192,1
6616372,730916,1
6623042,3003918,1
6626032,685990,1
6632937,654931,1
6633501,2497346,1
6639233,16081933,1
6642795,23575414,1
6659984,2429334,1
6665913,2497346,1
6666331,685990,1
6669285,4076501,1
6681184,654931,1
6683115,1601408,1
6691253,2497346,1
6695401,4119684,1
6695913,1583266,1
6697497,1924194,1
6702031,15595655,1
6709717,835550,1
6713439,3270897,1
6717337,4656557,1
6719930,8269677,1
6726008,730916,1
6729573,15780515,1
6730913,6512505,1
6737405,20321345,1
6746685,3259374,1
6769054,2429334,3
6777411,12002357,1
6790170,2818,1
6791221,1601408,1
6802860,654931,1
6811335,15458166,1
6818398,1583266,1
6819950,2700366,1
6830709,12897197,1
6833111,761411,1
6833560,759060,1
6849771,4656557,1
6857355,761411,1
6868462,835550,1
6873245,15780515,1
6888548,1605387,1
6891598,14173331,1
6892100,835550,1
6896591,29901220,1
6910765,15564496,1
6915254,12475352,1
6916483,654931,1
6921014,654931,1
6923458,1986095,1
6932057,7812608,1
6932986,2763386,1
6935902,16804326,1
6945134,654931,1
6966116,1321735,1
6983506,22566099,1
6989413,8475898,1
6990079,654931,1
6994991,14412610,1
7009970,10800247,1
7010150,654931,1
7020260,2497346,1
7027966,15564496,1
7028143,4076501,1
7031218,7812608,1
7057246,685990,1
7060622,8269677,1
7077655,37161821,1
7085693,2761156,1
7091854,654931,1
7092060,761411,1
7095541,654931,1
7101901,685990,1
7108620,14173331,1
7115842,2763386,1
7116842,3722301,1
7125785,761411,1
7134467,761411,1
7144903,654931,1
7153659,12801514,1
7155731,13189108,1
7166355,12475352,1
7169637,685990,1
7173079,14021349,1
7182082,761411,1
7183876,16081933,1
7184075,1986095,1
7190834,16804326,1
7195350,8874073,1
7201663,15780515,1
7201811,15780515,1
7205203,654931,2
7210171,685990,1
7212102,12897197,1
7214731,1321735,1
7240355,14622016,1
7243715,654931,1
7249695,4259933,1
7254212,16081933,1
7257012,14610348,1
7259880,6512505,1
7262061,654931,1
7266629,15110564,1
7271764,22092298,1
7277655,654931,1
7286757,17632137,1
7291749,23575414,1
7291826,8706862,1
7296254,2818,1
7312530,12840460,1
7315783,12840460,1
7318859,654931,1
7319219,14998245,1
7329406,15110159,1
7332531,2818,1
7337456,761411,1
7365300,4656557,1
7370115,654931,1
7379116,3850557,1
7379361,654931,1
7382300,17632137,1
7383875,730916,1
7384035,4076501,1
7399016,18950531,1
7407210,15780515,1
7411693,15110159,1
7416871,29776071,1
7417080,23575414,1
7420729,2761156,1
7443652,14412610,1
7443681,34882977,1
7448296,730916,1
7457102,22566099,1
7460578,16696921,1
7462897,2763386,1
7467830,730916,1
7469783,1583266,1
7472145,7812608,1
7473368,2497346,1
7480552,654931,1
7484865,16081933,1
7491986,13825291,1
7494669,654931,1
7501553,654931,1
7504853,14622016,1
7516273,7812608,1
7522288,654931,1
7531683,1986095,1
7539563,8269677,1
7559508,654931,1
7559956,759060,1
7565872,2429334,1
7573286,16081933,1
7580993,2497346,1
7612425,730916,1
7613030,4656557,1
7628973,654931,2
7631943,2497346,1
7633678,685990,1
7637128,685990,1
7640085,685990,1
7647591,685990,1
